comment_id,video_id,author_channel_id,channel_id,channel_name,category,texto_original,texto_limpio,sentimiento,etiqueta_modelo,prob_negativo,prob_neutral,prob_positivo,confianza,margen_confianza,baja_confianza,community
Ugx-G2kCu5aSwh3IR5l4AaABAg,n8iP75gIpmw,UCNBnKqWf4d-rS4HwJRQljmQ,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,"Y CUANDO VAN HABLAR DE LOS GASTOS DEL PRESIDENTE? La carne la bomba de la piscina los salarios exagerados,los aumentos incluso el nepotismo? ó a él no? De él no se puede hablar? Los regañan?",van hablar gastos presidente carne bomba piscina salarios exagerados aumentos incluso nepotismo puede hablar regañan,negativo,NEG,0.9523075819015503,0.04480746388435364,0.0028849586378782988,0.9523075819015503,0.9075001180171967,False,1.0
Ugx-cQ3Wf3whk_hssDR4AaABAg,06mFNPU0aB8,UCO0zwwLWGyDgQmWPJ5Qrr1w,UCVpSRoZgngfSL03Nlbjtq9A,Noti7,News & Politics,Por qué siempre tapan la cara de los delincuentes,siempre tapan cara delincuentes,negativo,NEG,0.9158505797386169,0.07603970170021057,0.008109692484140396,0.9158505797386169,0.8398108780384064,False,2.0
Ugx-hH6Ysw9sdv3kHPN4AaABAg,j43HgwYFKfk,UCwjUvRseNtJoItylIyIez7Q,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,¡Fuera esa basura de mazariegos!,fuera basura mazariegos,negativo,NEG,0.8668217658996582,0.09817100316286087,0.03500723838806152,0.8668217658996582,0.7686507627367973,False,3.0
Ugx1reCoIQcnK3ii2GR4AaABAg,n8iP75gIpmw,UCTwSut16JyAg3mX6LVUNGqA,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,"Que gasten todo lo que les pegue la regalada gana, siempre y cuando que lo paguen con su mismo sueldo o dinero como cualquier empleado público, lo que no es admisible es  que estas ratas solo se recetan estos mega gastos por un almuerzo, porque ellos mismos se los permiten.
Ya basta!!! Asi como estos diputados, PNC de la capital, entre otros empleados públicos selectos tengan privilegios de esta naturaleza, mientras que otros tienen que costear transporte, alimentación, internet, entre otras cosas con su propio sueldo o dinero.",gasten pegue regalada gana siempre paguen mismo sueldo dinero cualquier empleado público admisible ratas solo recetan mega gastos almuerzo mismos permiten basta asi diputados pnc capital otros empleados públicos selectos tengan privilegios naturaleza mientras otros tienen costear transporte alimentación internet otras cosas propio sueldo dinero,negativo,NEG,0.9624376893043518,0.03293114900588989,0.004631171468645334,0.9624376893043518,0.9295065402984619,False,1.0
Ugx2ApaAMqe4ca4SCYx4AaABAg,n8iP75gIpmw,UCLggDc_a5HriXv7I1h02sOA,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,"Hablemos de cosas relevantes,,,,y No de lo irrelevantes......jajajajaja",hablemos cosas relevantes irrelevantes jajajajaja,neutral,NEU,0.19461913406848907,0.7023015022277832,0.1030794158577919,0.7023015022277832,0.5076823681592941,False,1.0
Ugx2LwWBVc3mFGJAinB4AaABAg,n8iP75gIpmw,UC5H8ASmMC9WrURmzeB4ySog,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,Ya es calor...jejej,calor jejej,neutral,NEU,0.02524915710091591,0.5554472804069519,0.4193035066127777,0.5554472804069519,0.1361437737941742,True,1.0
Ugx2byJzZBZkDMQMUqV4AaABAg,n8iP75gIpmw,UCwO2SXr0ggzwg6QWWrr01nQ,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,No se le cree nada a ese diputransa,cree nada diputransa,negativo,NEG,0.9095708131790161,0.0709223598241806,0.019506705924868584,0.9095708131790161,0.8386484533548355,False,1.0
Ugx3uDgmZQhx3Z3VOzt4AaABAg,j43HgwYFKfk,UC816IGbFCZinfYS1LRDaaHg,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,mapa de poder USAC,mapa poder usac,neutral,NEU,0.1277405321598053,0.7593331933021545,0.11292629688978195,0.7593331933021545,0.6315926611423492,False,3.0
Ugx3yIUZXGeiOVESIEl4AaABAg,n8iP75gIpmw,UC3qn1yJA5PeW9rkGPatQxiw,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,Que ese diputado que muestre la factura donde diga que de su bolsillo fue pagado??,diputado muestre factura diga bolsillo pagado,neutral,NEU,0.3575282692909241,0.610590398311615,0.03188135474920273,0.610590398311615,0.2530621290206909,False,1.0
Ugx4dn4xlUl9Jp9QJeJ4AaABAg,6W4u8sGEnGM,UCaT4saRcyqCLE657Rq2hhZQ,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,Tio berny presidente 2032😁,tio berny presidente,neutral,NEU,0.05123072862625122,0.7527900338172913,0.1959792822599411,0.7527900338172913,0.5568107515573502,False,2.0
Ugx6Wjc02tqpQUBf4NJ4AaABAg,yLZS3JiEBg8,UCc_F88PzGWtA1OPNUEASulA,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,Los hipócritas de la ufm todavía alaban a Milei. Lo primero que haría sería quitar todas las trabas que impiden el libre mercado.,hipócritas ufm todavía alaban milei primero haría sería quitar todas trabas impiden libre mercado,negativo,NEG,0.9372140169143677,0.05192579701542854,0.010860203765332699,0.9372140169143677,0.8852882198989391,False,4.0
Ugx74OPnWkWaFjpFuA94AaABAg,n8iP75gIpmw,UCErZPJpHmLCsXs8ZWkAUupQ,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,"Y será que si ya no se diera esa facilidad de efectivo para gastos de ese tipo, les interesaría seguir siendo diputados. O es por ese estilo de vida lo que les llama la atención ser diputados.",será diera facilidad efectivo gastos tipo interesaría seguir siendo diputados estilo vida llama atención diputados,negativo,NEG,0.6596590876579285,0.3277987837791443,0.012542118318378925,0.6596590876579285,0.3318603038787842,False,1.0
Ugx74OPnWkWaFjpFuA94AaABAg.A7ki-1ED5b2A7nIcG2_svP,n8iP75gIpmw,UCFjudnPLoaSL1BaRuLahyHg,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,Cierto.,cierto,neutral,NEU,0.2423505336046219,0.47962886095046997,0.2780206501483917,0.47962886095046997,0.20160821080207825,True,1.0
Ugx7Gvgflw7nQKqoR094AaABAg,lj983NWyAQY,UCFOxCyF926Y9eHhMeVoWLzw,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,"De todo corazon espero que se cumplan todos estos proyectos por el bien de mi gente linda, Dios bendiga a Guatemala.",corazon espero cumplan todos proyectos bien gente linda dios bendiga guatemala,positivo,POS,0.005754450801759958,0.06226214021444321,0.9319833517074585,0.9319833517074585,0.8697212114930153,False,5.0
Ugx7ezRwB-DpY3VQt754AaABAg,n8iP75gIpmw,UC5H8ASmMC9WrURmzeB4ySog,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,Minusiosas pero a la larga se vuelve millonarios. . Paguen sus almuerzos no se aprovechen del pueblo... casaka.,minusiosas larga vuelve millonarios paguen almuerzos aprovechen pueblo casaka,neutral,NEU,0.43467533588409424,0.5273982882499695,0.03792637959122658,0.5273982882499695,0.09272295236587524,True,1.0
Ugx7j6oWhgfonHPJCdR4AaABAg,n8iP75gIpmw,UC72gBAtyb_VXQlYDcFrh6oQ,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,Para que participo si el reclama y que a echo por el pais nada,participo reclama echo pais nada,negativo,NEG,0.8767416477203369,0.1097024455666542,0.013555922545492649,0.8767416477203369,0.7670392021536827,False,1.0
Ugx8FxDKPAY-M_JhRgd4AaABAg,n8iP75gIpmw,UCi1b_TRQfgO1Z9O2gNGGWNA,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,"Ahora se destapo la CORRUPCION Q EXISTIA Y AHORA SE CONTAMINO despues de ampliacion ahora DEUDAS a la Comunidad Internacional por PRESTAMOS para carreteras, ademas CONCESIONES A AEROPUERTOS, PUERTOS, LAS MISMAS CARRETERAS, todos millonario, EUROBONOS, vender al pais y CANASTA BASICA A Q10,000 todo lo van hacer PERO ESE DINERO QUE OBTENGAN SERA REGALO DEL 👹👹👹 Xq DIOS dara justicia en su momento la JUSTICIA DE DIOS con sus hijitos sera IMPLACABLE y omnipotente🇬🇹🇬🇹🇬🇹🇬🇹",ahora destapo corrupcion q existia ahora contamino despues ampliacion ahora deudas comunidad internacional prestamos carreteras ademas concesiones aeropuertos puertos mismas carreteras todos millonario eurobonos vender pais canasta basica q van hacer dinero obtengan sera regalo xq dios dara justicia momento justicia dios hijitos sera implacable omnipotente,negativo,NEG,0.7945622205734253,0.18282188475131989,0.022615959867835045,0.7945622205734253,0.6117403358221054,False,1.0
Ugx8vuWdqsWZslsS9R14AaABAg,WIUZtitfLRw,UCvcu1kR8xMYy_I1Ty-2mV2Q,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,Excelente nota,excelente nota,neutral,NEU,0.17326012253761292,0.497119665145874,0.32962021231651306,0.497119665145874,0.16749945282936096,True,4.0
Ugx90cmhNaRBNDou1BR4AaABAg,OkXlHx0hx-8,UCBlm80VQ4YoV3bUJR_XhkaQ,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo,News & Politics,Miserables el departamento de seguridad de USA,miserables departamento seguridad usa,negativo,NEG,0.5452283024787903,0.41383281350135803,0.04093894734978676,0.5452283024787903,0.13139548897743225,True,6.0
Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaBaWPRQg7K,OkXlHx0hx-8,UCi2KiZq63sRq8Mfbcp-MelQ,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo,News & Politics,"There tired of fraud and corruption and lethal drugs. 
We AMERICANS HAVE VOTED!
you don't like our LAWS lezve!",there tired of fraud and corruption and lethal drugs we americans have voted you don t like our laws lezve,negativo,NEG,0.9414129853248596,0.041059136390686035,0.017527855932712555,0.9414129853248596,0.9003538489341736,False,6.0
Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaCnVqXU5cy,OkXlHx0hx-8,UCBlm80VQ4YoV3bUJR_XhkaQ,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo,News & Politics,"​ @eugeneramirez4405 
Go away, there's no way to prove you're American.",go away there s way to prove you re american,negativo,NEG,0.605147123336792,0.32030004262924194,0.07455287873744965,0.605147123336792,0.28484708070755005,False,6.0
Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaCz3GqqPAJ,OkXlHx0hx-8,UCi2KiZq63sRq8Mfbcp-MelQ,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo,News & Politics,"​ @rosadiaz6945 
Sure 👌 
Whatever you say!",sure whatever you say,neutral,NEU,0.05790665000677109,0.5933458805084229,0.34874749183654785,0.5933458805084229,0.244598388671875,True,6.0
UgxCKgaQSm13r2z9hFd4AaABAg,j43HgwYFKfk,UColMq7LmaoY3MT6aIDGrGvA,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,"Escuché que solo fingen que las reuniones son virtuales, pero las hacen en un hôtel y encima liquidan los gastos generados 😡",escuché solo fingen reuniones virtuales hacen h tel encima liquidan gastos generados,negativo,NEG,0.839374840259552,0.15473324060440063,0.0058919284492731094,0.839374840259552,0.6846415996551514,False,3.0
UgxCT5F3jO763e2aO-t4AaABAg,OkXlHx0hx-8,UCat2qkYvqmtDNEmo2PVuhXw,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo,News & Politics,Dicen quelos van a mandar a africa cuidao paisas,dicen quelos van mandar africa cuidao paisas,negativo,NEG,0.4778705835342407,0.47055989503860474,0.05156950652599335,0.4778705835342407,0.007310688495635986,True,6.0
UgxCjFHfuFk1jUGvoIB4AaABAg,lj983NWyAQY,UCSTAUWVc1_82DHYeqOsqEFA,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,"Que bella es la Ciudad de Guatemala, unica en su clase. 
Saludos desde El Salvador 😸",bella ciudad guatemala unica clase saludos salvador,positivo,POS,0.0036417690571397543,0.023732630535960197,0.9726256132125854,0.9726256132125854,0.9488929826766253,False,5.0
UgxD16VX3BhREOtsuhJ4AaABAg,yLZS3JiEBg8,UCcFIBN-rtC3d3hXeuN5TfWw,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,"Excelente explicación 
Te falto incluir la harina que al final es el mismo dueño de las pastas...eso se llama MONOPOLIO...y tiene nombre
Contra ellos no se puede..hasta este dueño del monopolio hasta apoyo al actual presidente..
Raro..??",excelente explicación falto incluir harina final mismo dueño pastas llama monopolio nombre puede dueño monopolio apoyo actual presidente raro,negativo,NEG,0.9439845085144043,0.04945532977581024,0.006560175679624081,0.9439845085144043,0.894529178738594,False,4.0
UgxDBhcq11EK83DqrSZ4AaABAg,j43HgwYFKfk,UCV0lM03g5fg5pbPj97-sAtA,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,"Excelente nota prensa!!
Compartan esta información para esos estudiantes ineptos y puedan conocer la realidad!!",excelente nota prensa compartan información estudiantes ineptos puedan conocer realidad,positivo,POS,0.013792204670608044,0.18416838347911835,0.802039384841919,0.802039384841919,0.6178710013628006,False,3.0
UgxDFo35bUo0APtZcd94AaABAg,lj983NWyAQY,UC_ljZ1hZXR9pzexFz87P5ZA,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,"balgame  DIOS   QUE  TAN  ATRASADOS  ESTAN   Y  CUANTO  TIEMPO  PARA  ESTAR  EN  LA  MODERNIDAD OJALA  Y  LO  LOGREN  ,  POR  CUANTOS  PRECIDENTES  TIENE  QUE  PASAR  Y  CONVENSER  PARA  QUE  ESTO  SEA  UNA  REALIDAD",balgame dios tan atrasados cuanto tiempo modernidad ojala logren cuantos precidentes pasar convenser realidad,negativo,NEG,0.8660014867782593,0.12102872878313065,0.01296977698802948,0.8660014867782593,0.7449727579951286,False,5.0
UgxEE17R1iQyuDZebVF4AaABAg,06mFNPU0aB8,UCLXYp1Cvc5DLtq5UQL5D9vw,UCVpSRoZgngfSL03Nlbjtq9A,Noti7,News & Politics,TransLadrones ?,transladrones,neutral,NEU,0.12275152653455734,0.8171631693840027,0.060085296630859375,0.8171631693840027,0.6944116428494453,False,2.0
UgxEE17R1iQyuDZebVF4AaABAg.A_UFk_pMAbMA_VZ_0Vdu89,06mFNPU0aB8,UCfjhejO7LZy4doXURa7LZCQ,UCVpSRoZgngfSL03Nlbjtq9A,Noti7,News & Politics,😂😂,,neutral,NEU,0.23818501830101013,0.485853910446167,0.27596110105514526,0.485853910446167,0.20989280939102173,True,2.0
UgxE_8DGgJmaHaV_WLJ4AaABAg,n8iP75gIpmw,UCplrIQtaPj6au60_f2-mOYw,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,JAJAJAJA  SE METEN A HACER UN PROYECTO DE FERROCARRIL  A GUATEMALA LA DEJAN COMO ÁFRICA,jajajaja meten hacer proyecto ferrocarril guatemala dejan áfrica,negativo,NEG,0.8476486206054688,0.14026954770088196,0.01208185963332653,0.8476486206054688,0.7073790729045868,False,1.0
UgxEsAK7q3l34wFdZ414AaABAg,6W4u8sGEnGM,UCql1n3Ey6ULMSOACjMe-fxQ,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,"El Salvador que es un país tan pequeño está haciendo maravillas en su estructura su presidente.
  Y Guatemala que es un mega país, va tan atrasado como la  tortuga.",salvador país tan pequeño haciendo maravillas estructura presidente guatemala mega país va tan atrasado tortuga,negativo,NEG,0.9498469233512878,0.04293060302734375,0.007222478277981281,0.9498469233512878,0.9069163203239441,False,2.0
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zKDdWQaaO,6W4u8sGEnGM,UCZFQwqh90apuL8eFhvRBkUg,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,"Nayib Bukele lleva 7 años como presidente de El Salvador teniendo todos los poderes del estado a su favor, y el de Guate con todas las trabas que le pusieron los 2 primeros años, y queres un mega pais en 3 años no jodas, ni un edificio de 15 niveles lo terminan en 4 años, no esperes que la corrupcion de 30 años la solucionen en un periodo de gobierno estan dejando simientos pero si seguimos poniendo presidentes como los antecesores de este olvidate que ese puente lo terminen y seguiras viendo el pais en ruinas.",nayib bukele lleva años presidente salvador teniendo todos poderes favor guate todas trabas pusieron primeros años queres mega pais años jodas ni edificio niveles terminan años esperes corrupcion años solucionen periodo gobierno dejando simientos seguimos poniendo presidentes antecesores olvidate puente terminen seguiras viendo pais ruinas,negativo,NEG,0.9545395374298096,0.03947939723730087,0.0059809936210513115,0.9545395374298096,0.9150601401925087,False,2.0
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zMcZPgoSk,6W4u8sGEnGM,UCoGdCoJg2Lh0OX_jv6cG16g,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,​ @luisricardo9671 comentario bien acertado saludos amigo🧐🧐🧐,comentario bien acertado saludos amigo,positivo,POS,0.005218267906457186,0.07653029263019562,0.9182514548301697,0.9182514548301697,0.8417211621999741,False,2.0
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zX0eQk5DZ,6W4u8sGEnGM,UCyJhqmMbsvjpoarBBStA2kg,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,"Vos risa das lagarto h..... e p....... a
Ya quisieras que esto lo tuvieras en el Salvador 
A chngr a su madre a su país agrandado de m.....",vos risa das lagarto h p quisieras tuvieras salvador chngr madre país agrandado m,negativo,NEG,0.9612167477607727,0.026378963142633438,0.012404240667819977,0.9612167477607727,0.9348377846181393,False,2.0
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zXHoAX3hj,6W4u8sGEnGM,UCyJhqmMbsvjpoarBBStA2kg,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,"​ @luisricardo9671 
Y ni así ha hecho algo similar el Bujele
Solo en seguridad ya se terminó toda la economía de el Pulgarcito y ya no tiene ni quien le preste más dinero",ni así hecho similar bujele solo seguridad terminó toda economía pulgarcito ni preste dinero,negativo,NEG,0.9782571792602539,0.01815398968756199,0.003588882740586996,0.9782571792602539,0.9601031895726919,False,2.0
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zXUuRIq0q,6W4u8sGEnGM,UCyJhqmMbsvjpoarBBStA2kg,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,"Vos Rolando
Tu Bujele lleva 7 años con la cuesta los chorros y ni eso puede terminar
Ja jaaaaaaaaa viva Guatemala",vos rolando bujele lleva años cuesta chorros ni puede terminar ja jaaaaaaaaa viva guatemala,negativo,NEG,0.7646441459655762,0.1978638768196106,0.03749198466539383,0.7646441459655762,0.5667802691459656,False,2.0
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_znUL05zze,6W4u8sGEnGM,UC63tFvbQ_hJhGDi2nbjssjw,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,Que fácil te dejas engañar al parecer todas se las crees a Bukeli,fácil dejas engañar parecer todas crees bukeli,negativo,NEG,0.9121987223625183,0.07742534577846527,0.010375874117016792,0.9121987223625183,0.834773376584053,False,2.0
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajAa0q77b9a3F,6W4u8sGEnGM,UCtCtts20bW6F9CSohau51Iw,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,"Y cual mega maravillas de guanacolandia, un estadio chino, un metro cable de 3 kilometros de distancia y un via llamada los chorros que lleva como 5 años y nunca lo terminan. Por favor investiga un poco antes de abrir la bocota. Haaa¡ y se me olvidaba  la gran deuda externa que tienen.☝️🧐🇬🇹🇬🇹🇬🇹🇬🇹",mega maravillas guanacolandia estadio chino metro cable kilometros distancia via llamada chorros lleva años nunca terminan favor investiga abrir bocota haaa olvidaba gran deuda externa tienen,negativo,NEG,0.9273592233657837,0.062376733869314194,0.010263966396450996,0.9273592233657837,0.8649824894964695,False,2.0
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajAa0qEPC8tJc,6W4u8sGEnGM,UCtCtts20bW6F9CSohau51Iw,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,​ @Murmullodelbarrio 👍🇬🇹,,neutral,NEU,0.09285277128219604,0.6919337511062622,0.21521352231502533,0.6919337511062622,0.4767202287912369,False,2.0
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajAa41uU3Anhg,6W4u8sGEnGM,UCWaRixDdpgllTBf4V0jPnKQ,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,Por que votas por los payasos ledrones pollo roncos que han robado el pais trata de arrepentirte y no volver apoyar a sus amigos que ae estan preparando para buscar y pagar votantes,votas payasos ledrones pollo roncos robado pais trata arrepentirte volver apoyar amigos ae preparando buscar pagar votantes,negativo,NEG,0.9607798457145691,0.033249638974666595,0.00597053486853838,0.9607798457145691,0.9275302067399025,False,2.0
UgxFOJmnMHqi2dpDaZd4AaABAg,n8iP75gIpmw,UCcfdg8crmMJwEuLUsAhV7yg,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,"Creo que no entienden los Sres periodistas, la comida de trabajo que se hace con personas ajenas del congreso se debe de pagar con dinero del pueblo, más no como antes que en las reuniones del congreso comían gratis todos los diputados",creo entienden sres periodistas comida trabajo personas ajenas congreso debe pagar dinero pueblo reuniones congreso comían gratis todos diputados,negativo,NEG,0.8848002552986145,0.10364165902137756,0.011558115482330322,0.8848002552986145,0.7811585962772369,False,1.0
UgxFzCyhju6zPSl4zwZ4AaABAg,j43HgwYFKfk,UC6Uj1FT5JjDSF8vudvDxPAA,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,Bendiciones a la licenciada periodista Vásquez que Dios proteja su camino y la guarde siempre durante su trabajo en pos de la universidad 🙏,bendiciones licenciada periodista vásquez dios proteja camino guarde siempre trabajo pos universidad,positivo,POS,0.015912096947431564,0.12131499499082565,0.8627728819847107,0.8627728819847107,0.741457886993885,False,3.0
UgxHqBlwo8Dpvv-2P5d4AaABAg,n8iP75gIpmw,UCj-LL25XJnjxepPKCc3NGog,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,"Es claro nesecitan fondos=caja chica estos recursos deben ser canalizados e implementado  material utilizado las comidas podría ser en fondo general si tuviesen invitados en una sesión extendida, tener un piso por persona. (No comprar lujos)
Esperemos ver otras facturas de diferentes bancadas.
Y apoyo toda fiscalización",claro nesecitan fondos caja chica recursos deben canalizados implementado material utilizado comidas podría fondo general tuviesen invitados sesión extendida tener piso persona comprar lujos esperemos ver otras facturas diferentes bancadas apoyo toda fiscalización,neutral,NEU,0.08041153103113174,0.8709096908569336,0.048678841441869736,0.8709096908569336,0.7904981598258018,False,1.0
UgxJQfg5iHA6vRWS0El4AaABAg,j43HgwYFKfk,UC1DpqK6vaPEkBOMNvypsKYg,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,se tiene unir el pueblo y zacar a este corrupto y.criminal xq el pueblo manda no es este mafioso xq este wualter masariego esta sin visa x tramposo es aliado al.pacto de.corruptos y.fe todos los terriristas,unir pueblo zacar corrupto criminal xq pueblo manda mafioso xq wualter masariego visa x tramposo aliado pacto corruptos fe todos terriristas,negativo,NEG,0.9027001857757568,0.0810207799077034,0.016278941184282303,0.9027001857757568,0.8216794058680534,False,3.0
UgxK5IJwWigmJ56Xp7p4AaABAg,ndAZjHqzzT8,UCpsKOkt5iWTbenzeuq7dsmQ,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,Magistral información. Que debería ser viral y llegar a toda la población...,magistral información debería viral llegar toda población,positivo,POS,0.031161000952124596,0.22989016771316528,0.7389488816261292,0.7389488816261292,0.5090587139129639,False,3.0
UgxKfM_nJMsGTkKkM8V4AaABAg,n8iP75gIpmw,UCDftMWXQoJ6nONfY7GVOVjg,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,"Diga hasta misa diputado hambriento, cualquier justificación es pretexto y deje de buscar protagonismo en un trabajo que no hace eficientemente, ojalá la gente sensata nunca más vuelva a dar un voto en una planilla en donde figuren tipos de esta vil calaña.",diga misa diputado hambriento cualquier justificación pretexto deje buscar protagonismo trabajo eficientemente ojalá gente sensata nunca vuelva dar voto planilla figuren tipos vil calaña,negativo,NEG,0.9731692671775818,0.021239034831523895,0.005591697990894318,0.9731692671775818,0.9519302323460579,False,1.0
UgxLNf6Xy3xngPFLs594AaABAg,n8iP75gIpmw,UCYwpX26TrCxq8TvbKGRYLXA,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,Sr diputado si ud sabe cuales son las condiciones del funcionamiento y sus consecuencias de ser diputado. Por qué se mete a ser diputado cual es su objetivo q le motiva  ser funcionario político. O acaso lo obligaron ?,sr diputado ud sabe cuales condiciones funcionamiento consecuencias diputado mete diputado objetivo q motiva funcionario político acaso obligaron,negativo,NEG,0.7956113815307617,0.1974206119775772,0.006968030706048012,0.7956113815307617,0.5981907695531845,False,1.0
UgxLSZD8ZrNFmd10RKR4AaABAg,n8iP75gIpmw,UCUIIIPTVDVHAXqhC_5V6lPA,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,"Que desgraciado ese dipurrata, justificando lo injustificable... no sólo se reunen para planear sus transas si no que además pagamos la factura de esas reuniones y cuidado que menciona a Arévago con una de las transas que pretende hacer con lo de ""tecnología"" que dice es su trabajo como legislador.",desgraciado dipurrata justificando injustificable sólo reunen planear transas además pagamos factura reuniones cuidado menciona arévago transas pretende hacer tecnología dice trabajo legislador,negativo,NEG,0.9717497229576111,0.02325459197163582,0.0049957167357206345,0.9717497229576111,0.9484951309859753,False,1.0
UgxNSGVebHMGSFI8zX94AaABAg,6W4u8sGEnGM,UCzZ6dDCEsLMXbc5pCFXIprw,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,"tendra' una vista maravillosa , pero lo feo sera' la vista del rio aguas negras muy negativo para el turismo internacional.-",tendra vista maravillosa feo sera vista rio aguas negras negativo turismo internacional,negativo,NEG,0.8930356502532959,0.088660828769207,0.018303535878658295,0.8930356502532959,0.8043748214840889,False,2.0
UgxNgFkGSE6nct4PF3V4AaABAg,PjmxCj-a9Hg,UCNIeXbV_mEwpa412h1aqUWw,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,Regresa. Y. Bas de buelta. Ala carsel....,regresa bas buelta ala carsel,neutral,NEU,0.12366576492786407,0.7385011315345764,0.13783305883407593,0.7385011315345764,0.6006680727005005,False,2.0
UgxOO0LIkZP1WvhR1U54AaABAg,ndAZjHqzzT8,UC_6KbBY1bsYXz9fwFS0eQRg,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,Exelente 👌,exelente,positivo,POS,0.007411403581500053,0.046443816274404526,0.9461448192596436,0.9461448192596436,0.899701002985239,False,4.0
